id,nome,cidade,status,valor
8113,Joao 8113,"Sao Paulo, SP",cold,137
8114,Joao 8114,"Sao Paulo, SP",cold,138
8115,Joao 8115,"Sao Paulo, SP",cold,139
8116,Joao 8116,"Sao Paulo, SP",cold,140
8117,Joao 8117,"Sao Paulo, SP",cold,141
8118,Joao 8118,"Sao Paulo, SP",cold,142
8119,Joao 8119,"Sao Paulo, SP",cold,143
8120,Joao 8120,"Sao Paulo, SP",hot,144
8121,Joao 8121,"Sao Paulo, SP",cold,145
8122,Joao 8122,"Sao Paulo, SP",cold,146
8123,Joao 8123,"Sao Paulo, SP",cold,147
8124,Joao 8124,"Sao Paulo, SP",cold,148
8125,Joao 8125,"Sao Paulo, SP",cold,149
8126,Joao 8126,"Sao Paulo, SP",cold,150
8127,Joao 8127,"Sao Paulo, SP",cold,151
8128,Joao 8128,"Sao Paulo, SP",cold,152
8129,Joao 8129,"Sao Paulo, SP",cold,153
8130,Joao 8130,"Sao Paulo, SP",hot,154
8131,Joao 8131,"Sao Paulo, SP",cold,155
8132,Joao 8132,"Sao Paulo, SP",cold,156
8133,Joao 8133,"Sao Paulo, SP",cold,157
8134,Joao 8134,"Sao Paulo, SP",cold,158
8135,Joao 8135,"Sao Paulo, SP",cold,159
8136,Joao 8136,"Sao Paulo, SP",cold,160
8137,Joao 8137,"Sao Paulo, SP",cold,161
8138,Joao 8138,"Sao Paulo, SP",cold,162
8139,Joao 8139,"Sao Paulo, SP",cold,163
8140,Joao 8140,"Sao Paulo, SP",hot,164
8141,Joao 8141,"Sao Paulo, SP",cold,165
8142,Joao 8142,"Sao Paulo, SP",cold,166
8143,Joao 8143,"Sao Paulo, SP",cold,167
8144,Joao 8144,"Sao Paulo, SP",cold,168
8145,Joao 8145,"Sao Paulo, SP",cold,169
8146,Joao 8146,"Sao Paulo, SP",cold,170
8147,Joao 8147,"Sao Paulo, SP",cold,171
8148,Joao 8148,"Sao Paulo, SP",cold,172
8149,Joao 8149,"Sao Paulo, SP",cold,173
8150,Joao 8150,"Sao Paulo, SP",hot,174
8151,Joao 8151,"Sao Paulo, SP",cold,175
8152,Joao 8152,"Sao Paulo, SP",cold,176
8153,Joao 8153,"Sao Paulo, SP",cold,177
8154,Joao 8154,"Sao Paulo, SP",cold,178
8155,Joao 8155,"Sao Paulo, SP",cold,179
8156,Joao 8156,"Sao Paulo, SP",cold,180
8157,Joao 8157,"Sao Paulo, SP",cold,181
8158,Joao 8158,"Sao Paulo, SP",cold,182
8159,Joao 8159,"Sao Paulo, SP",cold,183
8160,Joao 8160,"Sao Paulo, SP",hot,184
8161,Joao 8161,"Sao Paulo, SP",cold,185
8162,Joao 8162,"Sao Paulo, SP",cold,186
8163,Joao 8163,"Sao Paulo, SP",cold,187
8164,Joao 8164,"Sao Paulo, SP",cold,188
8165,Joao 8165,"Sao Paulo, SP",cold,189
8166,Joao 8166,"Sao Paulo, SP",cold,190
8167,Joao 8167,"Sao Paulo, SP",cold,191
8168,Joao 8168,"Sao Paulo, SP",cold,192
8169,Joao 8169,"Sao Paulo, SP",cold,193
8170,Joao 8170,"Sao Paulo, SP",hot,194
8171,Joao 8171,"Sao Paulo, SP",cold,195
8172,Joao 8172,"Sao Paulo, SP",cold,196
8173,Joao 8173,"Sao Paulo, SP",cold,197
8174,Joao 8174,"Sao Paulo, SP",cold,198
8175,Joao 8175,"Sao Paulo, SP",cold,199
8176,Joao 8176,"Sao Paulo, SP",cold,200
8177,Joao 8177,"Sao Paulo, SP",cold,201
8178,Joao 8178,"Sao Paulo, SP",cold,202
8179,Joao 8179,"Sao Paulo, SP",cold,203
8180,Joao 8180,"Sao Paulo, SP",hot,204
8181,Joao 8181,"Sao Paulo, SP",cold,205
8182,Joao 8182,"Sao Paulo, SP",cold,206
8183,Joao 8183,"Sao Paulo, SP",cold,207
8184,Joao 8184,"Sao Paulo, SP",cold,208
8185,Joao 8185,"Sao Paulo, SP",cold,209
8186,Joao 8186,"Sao Paulo, SP",cold,210
8187,Joao 8187,"Sao Paulo, SP",cold,211
8188,Joao 8188,"Sao Paulo, SP",cold,212
8189,Joao 8189,"Sao Paulo, SP",cold,213
8190,Joao 8190,"Sao Paulo, SP",hot,214
8191,Joao 8191,"Sao Paulo, SP",cold,215
8192,Joao 8192,"Sao Paulo, SP",cold,216
8193,Joao 8193,"Sao Paulo, SP",cold,217
8194,Joao 8194,"Sao Paulo, SP",cold,218
8195,Joao 8195,"Sao Paulo, SP",cold,219
8196,Joao 8196,"Sao Paulo, SP",cold,220
8197,Joao 8197,"Sao Paulo, SP",cold,221
8198,Joao 8198,"Sao Paulo, SP",cold,222
8199,Joao 8199,"Sao Paulo, SP",cold,223
8200,Joao 8200,"Sao Paulo, SP",hot,224
8201,Joao 8201,"Sao Paulo, SP",cold,225
8202,Joao 8202,"Sao Paulo, SP",cold,226
8203,Joao 8203,"Sao Paulo, SP",cold,227
8204,Joao 8204,"Sao Paulo, SP",cold,228
8205,Joao 8205,"Sao Paulo, SP",cold,229
8206,Joao 8206,"Sao Paulo, SP",cold,230
8207,Joao 8207,"Sao Paulo, SP",cold,231
8208,Joao 8208,"Sao Paulo, SP",cold,232
8209,Joao 8209,"Sao Paulo, SP",cold,233
8210,Joao 8210,"Sao Paulo, SP",hot,234
8211,Joao 8211,"Sao Paulo, SP",cold,235
8212,Joao 8212,"Sao Paulo, SP",cold,236
8213,Joao 8213,"Sao Paulo, SP",cold,237
8214,Joao 8214,"Sao Paulo, SP",cold,238
8215,Joao 8215,"Sao Paulo, SP",cold,239
8216,Joao 8216,"Sao Paulo, SP",cold,240
8217,Joao 8217,"Sao Paulo, SP",cold,241
8218,Joao 8218,"Sao Paulo, SP",cold,242
8219,Joao 8219,"Sao Paulo, SP",cold,243
8220,Joao 8220,"Sao Paulo, SP",hot,244
8221,Joao 8221,"Sao Paulo, SP",cold,245
8222,Joao 8222,"Sao Paulo, SP",cold,246
8223,Joao 8223,"Sao Paulo, SP",cold,247
8224,Joao 8224,"Sao Paulo, SP",cold,248
8225,Joao 8225,"Sao Paulo, SP",cold,249
8226,Joao 8226,"Sao Paulo, SP",cold,250
8227,Joao 8227,"Sao Paulo, SP",cold,251
8228,Joao 8228,"Sao Paulo, SP",cold,252
8229,Joao 8229,"Sao Paulo, SP",cold,253
8230,Joao 8230,"Sao Paulo, SP",hot,254
8231,Joao 8231,"Sao Paulo, SP",cold,255
8232,Joao 8232,"Sao Paulo, SP",cold,256
8233,Joao 8233,"Sao Paulo, SP",cold,257
8234,Joao 8234,"Sao Paulo, SP",cold,258
8235,Joao 8235,"Sao Paulo, SP",cold,259
8236,Joao 8236,"Sao Paulo, SP",cold,260
8237,Joao 8237,"Sao Paulo, SP",cold,261
8238,Joao 8238,"Sao Paulo, SP",cold,262
8239,Joao 8239,"Sao Paulo, SP",cold,263
8240,Joao 8240,"Sao Paulo, SP",hot,264
8241,Joao 8241,"Sao Paulo, SP",cold,265
8242,Joao 8242,"Sao Paulo, SP",cold,266
8243,Joao 8243,"Sao Paulo, SP",cold,267
8244,Joao 8244,"Sao Paulo, SP",cold,268
8245,Joao 8245,"Sao Paulo, SP",cold,269
8246,Joao 8246,"Sao Paulo, SP",cold,270
8247,Joao 8247,"Sao Paulo, SP",cold,271
8248,Joao 8248,"Sao Paulo, SP",cold,272
8249,Joao 8249,"Sao Paulo, SP",cold,273
8250,Joao 8250,"Sao Paulo, SP",hot,274
8251,Joao 8251,"Sao Paulo, SP",cold,275
8252,Joao 8252,"Sao Paulo, SP",cold,276
8253,Joao 8253,"Sao Paulo, SP",cold,277
8254,Joao 8254,"Sao Paulo, SP",cold,278
8255,Joao 8255,"Sao Paulo, SP",cold,279
8256,Joao 8256,"Sao Paulo, SP",cold,280
8257,Joao 8257,"Sao Paulo, SP",cold,281
8258,Joao 8258,"Sao Paulo, SP",cold,282
8259,Joao 8259,"Sao Paulo, SP",cold,283
8260,Joao 8260,"Sao Paulo, SP",hot,284
8261,Joao 8261,"Sao Paulo, SP",cold,285
8262,Joao 8262,"Sao Paulo, SP",cold,286
8263,Joao 8263,"Sao Paulo, SP",cold,287
8264,Joao 8264,"Sao Paulo, SP",cold,288
8265,Joao 8265,"Sao Paulo, SP",cold,289
8266,Joao 8266,"Sao Paulo, SP",cold,290
8267,Joao 8267,"Sao Paulo, SP",cold,291
8268,Joao 8268,"Sao Paulo, SP",cold,292
8269,Joao 8269,"Sao Paulo, SP",cold,293
8270,Joao 8270,"Sao Paulo, SP",hot,294
8271,Joao 8271,"Sao Paulo, SP",cold,295
8272,Joao 8272,"Sao Paulo, SP",cold,296
8273,Joao 8273,"Sao Paulo, SP",cold,297
8274,Joao 8274,"Sao Paulo, SP",cold,298
8275,Joao 8275,"Sao Paulo, SP",cold,299
8276,Joao 8276,"Sao Paulo, SP",cold,300
8277,Joao 8277,"Sao Paulo, SP",cold,301
8278,Joao 8278,"Sao Paulo, SP",cold,302
8279,Joao 8279,"Sao Paulo, SP",cold,303
8280,Joao 8280,"Sao Paulo, SP",hot,304
8281,Joao 8281,"Sao Paulo, SP",cold,305
8282,Joao 8282,"Sao Paulo, SP",cold,306
8283,Joao 8283,"Sao Paulo, SP",cold,307
8284,Joao 8284,"Sao Paulo, SP",cold,308
8285,Joao 8285,"Sao Paulo, SP",cold,309
8286,Joao 8286,"Sao Paulo, SP",cold,310
8287,Joao 8287,"Sao Paulo, SP",cold,311
8288,Joao 8288,"Sao Paulo, SP",cold,312
8289,Joao 8289,"Sao Paulo, SP",cold,313
8290,Joao 8290,"Sao Paulo, SP",hot,314
8291,Joao 8291,"Sao Paulo, SP",cold,315
8292,Joao 8292,"Sao Paulo, SP",cold,316
8293,Joao 8293,"Sao Paulo, SP",cold,317
8294,Joao 8294,"Sao Paulo, SP",cold,318
8295,Joao 8295,"Sao Paulo, SP",cold,319
8296,Joao 8296,"Sao Paulo, SP",cold,320
8297,Joao 8297,"Sao Paulo, SP",cold,321
8298,Joao 8298,"Sao Paulo, SP",cold,322
8299,Joao 8299,"Sao Paulo, SP",cold,323
8300,Joao 8300,"Sao Paulo, SP",hot,324
8301,Joao 8301,"Sao Paulo, SP",cold,325
8302,Joao 8302,"Sao Paulo, SP",cold,326
8303,Joao 8303,"Sao Paulo, SP",cold,327
8304,Joao 8304,"Sao Paulo, SP",cold,328
8305,Joao 8305,"Sao Paulo, SP",cold,329
8306,Joao 8306,"Sao Paulo, SP",cold,330
8307,Joao 8307,"Sao Paulo, SP",cold,331
8308,Joao 8308,"Sao Paulo, SP",cold,332
8309,Joao 8309,"Sao Paulo, SP",cold,333
8310,Joao 8310,"Sao Paulo, SP",hot,334
8311,Joao 8311,"Sao Paulo, SP",cold,335
8312,Joao 8312,"Sao Paulo, SP",cold,336
8313,Joao 8313,"Sao Paulo, SP",cold,337
8314,Joao 8314,"Sao Paulo, SP",cold,338
8315,Joao 8315,"Sao Paulo, SP",cold,339
8316,Joao 8316,"Sao Paulo, SP",cold,340
8317,Joao 8317,"Sao Paulo, SP",cold,341
8318,Joao 8318,"Sao Paulo, SP",cold,342
8319,Joao 8319,"Sao Paulo, SP",cold,343
8320,Joao 8320,"Sao Paulo, SP",hot,344
8321,Joao 8321,"Sao Paulo, SP",cold,345
8322,Joao 8322,"Sao Paulo, SP",cold,346
8323,Joao 8323,"Sao Paulo, SP",cold,347
8324,Joao 8324,"Sao Paulo, SP",cold,348
8325,Joao 8325,"Sao Paulo, SP",cold,349
8326,Joao 8326,"Sao Paulo, SP",cold,350
8327,Joao 8327,"Sao Paulo, SP",cold,351
8328,Joao 8328,"Sao Paulo, SP",cold,352
8329,Joao 8329,"Sao Paulo, SP",cold,353
8330,Joao 8330,"Sao Paulo, SP",hot,354
8331,Joao 8331,"Sao Paulo, SP",cold,355
8332,Joao 8332,"Sao Paulo, SP",cold,356
8333,Joao 8333,"Sao Paulo, SP",cold,357
8334,Joao 8334,"Sao Paulo, SP",cold,358
8335,Joao 8335,"Sao Paulo, SP",cold,359
8336,Joao 8336,"Sao Paulo, SP",cold,360
8337,Joao 8337,"Sao Paulo, SP",cold,361
8338,Joao 8338,"Sao Paulo, SP",cold,362
8339,Joao 8339,"Sao Paulo, SP",cold,363
8340,Joao 8340,"Sao Paulo, SP",hot,364
8341,Joao 8341,"Sao Paulo, SP",cold,365
8342,Joao 8342,"Sao Paulo, SP",cold,366
8343,Joao 8343,"Sao Paulo, SP",cold,367
8344,Joao 8344,"Sao Paulo, SP",cold,368
8345,Joao 8345,"Sao Paulo, SP",cold,369
8346,Joao 8346,"Sao Paulo, SP",cold,370
8347,Joao 8347,"Sao Paulo, SP",cold,371
8348,Joao 8348,"Sao Paulo, SP",cold,372
8349,Joao 8349,"Sao Paulo, SP",cold,373
8350,Joao 8350,"Sao Paulo, SP",hot,374
8351,Joao 8351,"Sao Paulo, SP",cold,375
8352,Joao 8352,"Sao Paulo, SP",cold,376
8353,Joao 8353,"Sao Paulo, SP",cold,377
8354,Joao 8354,"Sao Paulo, SP",cold,378
8355,Joao 8355,"Sao Paulo, SP",cold,379
8356,Joao 8356,"Sao Paulo, SP",cold,380
8357,Joao 8357,"Sao Paulo, SP",cold,381
8358,Joao 8358,"Sao Paulo, SP",cold,382
8359,Joao 8359,"Sao Paulo, SP",cold,383
8360,Joao 8360,"Sao Paulo, SP",hot,384
8361,Joao 8361,"Sao Paulo, SP",cold,385
8362,Joao 8362,"Sao Paulo, SP",cold,386
8363,Joao 8363,"Sao Paulo, SP",cold,387
8364,Joao 8364,"Sao Paulo, SP",cold,388
8365,Joao 8365,"Sao Paulo, SP",cold,389
8366,Joao 8366,"Sao Paulo, SP",cold,390
8367,Joao 8367,"Sao Paulo, SP",cold,391
8368,Joao 8368,"Sao Paulo, SP",cold,392
8369,Joao 8369,"Sao Paulo, SP",cold,393
8370,Joao 8370,"Sao Paulo, SP",hot,394
8371,Joao 8371,"Sao Paulo, SP",cold,395
8372,Joao 8372,"Sao Paulo, SP",cold,396
8373,Joao 8373,"Sao Paulo, SP",cold,397
8374,Joao 8374,"Sao Paulo, SP",cold,398
8375,Joao 8375,"Sao Paulo, SP",cold,399
8376,Joao 8376,"Sao Paulo, SP",cold,400
8377,Joao 8377,"Sao Paulo, SP",cold,401
8378,Joao 8378,"Sao Paulo, SP",cold,402
8379,Joao 8379,"Sao Paulo, SP",cold,403
8380,Joao 8380,"Sao Paulo, SP",hot,404
8381,Joao 8381,"Sao Paulo, SP",cold,405
8382,Joao 8382,"Sao Paulo, SP",cold,406
8383,Joao 8383,"Sao Paulo, SP",cold,407
8384,Joao 8384,"Sao Paulo, SP",cold,408
8385,Joao 8385,"Sao Paulo, SP",cold,409
8386,Joao 8386,"Sao Paulo, SP",cold,410
8387,Joao 8387,"Sao Paulo, SP",cold,411
8388,Joao 8388,"Sao Paulo, SP",cold,412
8389,Joao 8389,"Sao Paulo, SP",cold,413
8390,Joao 8390,"Sao Paulo, SP",hot,414
8391,Joao 8391,"Sao Paulo, SP",cold,415
8392,Joao 8392,"Sao Paulo, SP",cold,416
8393,Joao 8393,"Sao Paulo, SP",cold,417
8394,Joao 8394,"Sao Paulo, SP",cold,418
8395,Joao 8395,"Sao Paulo, SP",cold,419
8396,Joao 8396,"Sao Paulo, SP",cold,420
8397,Joao 8397,"Sao Paulo, SP",cold,421
8398,Joao 8398,"Sao Paulo, SP",cold,422
8399,Joao 8399,"Sao Paulo, SP",cold,423
8400,Joao 8400,"Sao Paulo, SP",hot,424
8401,Joao 8401,"Sao Paulo, SP",cold,425
8402,Joao 8402,"Sao Paulo, SP",cold,426
8403,Joao 8403,"Sao Paulo, SP",cold,427
8404,Joao 8404,"Sao Paulo, SP",cold,428
8405,Joao 8405,"Sao Paulo, SP",cold,429
8406,Joao 8406,"Sao Paulo, SP",cold,430
8407,Joao 8407,"Sao Paulo, SP",cold,431
8408,Joao 8408,"Sao Paulo, SP",cold,432
8409,Joao 8409,"Sao Paulo, SP",cold,433
8410,Joao 8410,"Sao Paulo, SP",hot,434
8411,Joao 8411,"Sao Paulo, SP",cold,435
8412,Joao 8412,"Sao Paulo, SP",cold,436
8413,Joao 8413,"Sao Paulo, SP",cold,437
8414,Joao 8414,"Sao Paulo, SP",cold,438
8415,Joao 8415,"Sao Paulo, SP",cold,439
8416,Joao 8416,"Sao Paulo, SP",cold,440
8417,Joao 8417,"Sao Paulo, SP",cold,441
8418,Joao 8418,"Sao Paulo, SP",cold,442
8419,Joao 8419,"Sao Paulo, SP",cold,443
8420,Joao 8420,"Sao Paulo, SP",hot,444
8421,Joao 8421,"Sao Paulo, SP",cold,445
8422,Joao 8422,"Sao Paulo, SP",cold,446
8423,Joao 8423,"Sao Paulo, SP",cold,447
8424,Joao 8424,"Sao Paulo, SP",cold,448
8425,Joao 8425,"Sao Paulo, SP",cold,449
8426,Joao 8426,"Sao Paulo, SP",cold,450
8427,Joao 8427,"Sao Paulo, SP",cold,451
8428,Joao 8428,"Sao Paulo, SP",cold,452
8429,Joao 8429,"Sao Paulo, SP",cold,453
8430,Joao 8430,"Sao Paulo, SP",hot,454
8431,Joao 8431,"Sao Paulo, SP",cold,455
8432,Joao 8432,"Sao Paulo, SP",cold,456
8433,Joao 8433,"Sao Paulo, SP",cold,457
8434,Joao 8434,"Sao Paulo, SP",cold,458
8435,Joao 8435,"Sao Paulo, SP",cold,459
8436,Joao 8436,"Sao Paulo, SP",cold,460
8437,Joao 8437,"Sao Paulo, SP",cold,461
8438,Joao 8438,"Sao Paulo, SP",cold,462
8439,Joao 8439,"Sao Paulo, SP",cold,463
8440,Joao 8440,"Sao Paulo, SP",hot,464
8441,Joao 8441,"Sao Paulo, SP",cold,465
8442,Joao 8442,"Sao Paulo, SP",cold,466
8443,Joao 8443,"Sao Paulo, SP",cold,467
8444,Joao 8444,"Sao Paulo, SP",cold,468
8445,Joao 8445,"Sao Paulo, SP",cold,469
8446,Joao 8446,"Sao Paulo, SP",cold,470
8447,Joao 8447,"Sao Paulo, SP",cold,471
8448,Joao 8448,"Sao Paulo, SP",cold,472
8449,Joao 8449,"Sao Paulo, SP",cold,473
8450,Joao 8450,"Sao Paulo, SP",hot,474
8451,Joao 8451,"Sao Paulo, SP",cold,475
8452,Joao 8452,"Sao Paulo, SP",cold,476
8453,Joao 8453,"Sao Paulo, SP",cold,477
8454,Joao 8454,"Sao Paulo, SP",cold,478
8455,Joao 8455,"Sao Paulo, SP",cold,479
8456,Joao 8456,"Sao Paulo, SP",cold,480
8457,Joao 8457,"Sao Paulo, SP",cold,481
8458,Joao 8458,"Sao Paulo, SP",cold,482
8459,Joao 8459,"Sao Paulo, SP",cold,483
8460,Joao 8460,"Sao Paulo, SP",hot,484
8461,Joao 8461,"Sao Paulo, SP",cold,485
8462,Joao 8462,"Sao Paulo, SP",cold,486
8463,Joao 8463,"Sao Paulo, SP",cold,487
8464,Joao 8464,"Sao Paulo, SP",cold,488
8465,Joao 8465,"Sao Paulo, SP",cold,489
8466,Joao 8466,"Sao Paulo, SP",cold,490
8467,Joao 8467,"Sao Paulo, SP",cold,491
8468,Joao 8468,"Sao Paulo, SP",cold,492
8469,Joao 8469,"Sao Paulo, SP",cold,493
8470,Joao 8470,"Sao Paulo, SP",hot,494
8471,Joao 8471,"Sao Paulo, SP",cold,495
8472,Joao 8472,"Sao Paulo, SP",cold,496
8473,Joao 8473,"Sao Paulo, SP",cold,497
8474,Joao 8474,"Sao Paulo, SP",cold,498
8475,Joao 8475,"Sao Paulo, SP",cold,499
8476,Joao 8476,"Sao Paulo, SP",cold,500
8477,Joao 8477,"Sao Paulo, SP",cold,501
8478,Joao 8478,"Sao Paulo, SP",cold,502
8479,Joao 8479,"Sao Paulo, SP",cold,503
8480,Joao 8480,"Sao Paulo, SP",hot,504
8481,Joao 8481,"Sao Paulo, SP",cold,505
8482,Joao 8482,"Sao Paulo, SP",cold,506
8483,Joao 8483,"Sao Paulo, SP",cold,507
8484,Joao 8484,"Sao Paulo, SP",cold,508
8485,Joao 8485,"Sao Paulo, SP",cold,509
8486,Joao 8486,"Sao Paulo, SP",cold,510
8487,Joao 8487,"Sao Paulo, SP",cold,511
8488,Joao 8488,"Sao Paulo, SP",cold,512
8489,Joao 8489,"Sao Paulo, SP",cold,513
8490,Joao 8490,"Sao Paulo, SP",hot,514
8491,Joao 8491,"Sao Paulo, SP",cold,515
8492,Joao 8492,"Sao Paulo, SP",cold,516
8493,Joao 8493,"Sao Paulo, SP",cold,517
8494,Joao 8494,"Sao Paulo, SP",cold,518
8495,Joao 8495,"Sao Paulo, SP",cold,519
8496,Joao 8496,"Sao Paulo, SP",cold,520
8497,Joao 8497,"Sao Paulo, SP",cold,521
8498,Joao 8498,"Sao Paulo, SP",cold,522
8499,Joao 8499,"Sao Paulo, SP",cold,523
8500,Joao 8500,"Sao Paulo, SP",hot,524
8501,Joao 8501,"Sao Paulo, SP",cold,525
8502,Joao 8502,"Sao Paulo, SP",cold,526
8503,Joao 8503,"Sao Paulo, SP",cold,527
8504,Joao 8504,"Sao Paulo, SP",cold,528
8505,Joao 8505,"Sao Paulo, SP",cold,529
8506,Joao 8506,"Sao Paulo, SP",cold,530
8507,Joao 8507,"Sao Paulo, SP",cold,531
8508,Joao 8508,"Sao Paulo, SP",cold,532
8509,Joao 8509,"Sao Paulo, SP",cold,533
8510,Joao 8510,"Sao Paulo, SP",hot,534
8511,Joao 8511,"Sao Paulo, SP",cold,535
8512,Joao 8512,"Sao Paulo, SP",cold,536
8513,Joao 8513,"Sao Paulo, SP",cold,537
8514,Joao 8514,"Sao Paulo, SP",cold,538
8515,Joao 8515,"Sao Paulo, SP",cold,539
8516,Joao 8516,"Sao Paulo, SP",cold,540
8517,Joao 8517,"Sao Paulo, SP",cold,541
8518,Joao 8518,"Sao Paulo, SP",cold,542
8519,Joao 8519,"Sao Paulo, SP",cold,543
8520,Joao 8520,"Sao Paulo, SP",hot,544
8521,Joao 8521,"Sao Paulo, SP",cold,545
8522,Joao 8522,"Sao Paulo, SP",cold,546
8523,Joao 8523,"Sao Paulo, SP",cold,547
8524,Joao 8524,"Sao Paulo, SP",cold,548
8525,Joao 8525,"Sao Paulo, SP",cold,549
8526,Joao 8526,"Sao Paulo, SP",cold,550
8527,Joao 8527,"Sao Paulo, SP",cold,551
8528,Joao 8528,"Sao Paulo, SP",cold,552
8529,Joao 8529,"Sao Paulo, SP",cold,553
8530,Joao 8530,"Sao Paulo, SP",hot,554
8531,Joao 8531,"Sao Paulo, SP",cold,555
8532,Joao 8532,"Sao Paulo, SP",cold,556
8533,Joao 8533,"Sao Paulo, SP",cold,557
8534,Joao 8534,"Sao Paulo, SP",cold,558
8535,Joao 8535,"Sao Paulo, SP",cold,559
8536,Joao 8536,"Sao Paulo, SP",cold,560
8537,Joao 8537,"Sao Paulo, SP",cold,561
8538,Joao 8538,"Sao Paulo, SP",cold,562
8539,Joao 8539,"Sao Paulo, SP",cold,563
8540,Joao 8540,"Sao Paulo, SP",hot,564
8541,Joao 8541,"Sao Paulo, SP",cold,565
8542,Joao 8542,"Sao Paulo, SP",cold,566
8543,Joao 8543,"Sao Paulo, SP",cold,567
8544,Joao 8544,"Sao Paulo, SP",cold,568
8545,Joao 8545,"Sao Paulo, SP",cold,569
8546,Joao 8546,"Sao Paulo, SP",cold,570
8547,Joao 8547,"Sao Paulo, SP",cold,571
8548,Joao 8548,"Sao Paulo, SP",cold,572
8549,Joao 8549,"Sao Paulo, SP",cold,573
8550,Joao 8550,"Sao Paulo, SP",hot,574
8551,Joao 8551,"Sao Paulo, SP",cold,575
8552,Joao 8552,"Sao Paulo, SP",cold,576
8553,Joao 8553,"Sao Paulo, SP",cold,577
8554,Joao 8554,"Sao Paulo, SP",cold,578
8555,Joao 8555,"Sao Paulo, SP",cold,579
8556,Joao 8556,"Sao Paulo, SP",cold,580
8557,Joao 8557,"Sao Paulo, SP",cold,581
8558,Joao 8558,"Sao Paulo, SP",cold,582
8559,Joao 8559,"Sao Paulo, SP",cold,583
8560,Joao 8560,"Sao Paulo, SP",hot,584
8561,Joao 8561,"Sao Paulo, SP",cold,585
8562,Joao 8562,"Sao Paulo, SP",cold,586
8563,Joao 8563,"Sao Paulo, SP",cold,587
8564,Joao 8564,"Sao Paulo, SP",cold,588
8565,Joao 8565,"Sao Paulo, SP",cold,589
8566,Joao 8566,"Sao Paulo, SP",cold,590
8567,Joao 8567,"Sao Paulo, SP",cold,591
8568,Joao 8568,"Sao Paulo, SP",cold,592
8569,Joao 8569,"Sao Paulo, SP",cold,593
8570,Joao 8570,"Sao Paulo, SP",hot,594
8571,Joao 8571,"Sao Paulo, SP",cold,595
8572,Joao 8572,"Sao Paulo, SP",cold,596
8573,Joao 8573,"Sao Paulo, SP",cold,597
8574,Joao 8574,"Sao Paulo, SP",cold,598
8575,Joao 8575,"Sao Paulo, SP",cold,599
8576,Joao 8576,"Sao Paulo, SP",cold,600
8577,Joao 8577,"Sao Paulo, SP",cold,601
8578,Joao 8578,"Sao Paulo, SP",cold,602
8579,Joao 8579,"Sao Paulo, SP",cold,603
8580,Joao 8580,"Sao Paulo, SP",hot,604
8581,Joao 8581,"Sao Paulo, SP",cold,605
8582,Joao 8582,"Sao Paulo, SP",cold,606
8583,Joao 8583,"Sao Paulo, SP",cold,607
8584,Joao 8584,"Sao Paulo, SP",cold,608
8585,Joao 8585,"Sao Paulo, SP",cold,609
8586,Joao 8586,"Sao Paulo, SP",cold,610
8587,Joao 8587,"Sao Paulo, SP",cold,611
8588,Joao 8588,"Sao Paulo, SP",cold,612
8589,Joao 8589,"Sao Paulo, SP",cold,613
8590,Joao 8590,"Sao Paulo, SP",hot,614
8591,Joao 8591,"Sao Paulo, SP",cold,615
8592,Joao 8592,"Sao Paulo, SP",cold,616
8593,Joao 8593,"Sao Paulo, SP",cold,617
8594,Joao 8594,"Sao Paulo, SP",cold,618
8595,Joao 8595,"Sao Paulo, SP",cold,619
8596,Joao 8596,"Sao Paulo, SP",cold,620
8597,Joao 8597,"Sao Paulo, SP",cold,621
8598,Joao 8598,"Sao Paulo, SP",cold,622
8599,Joao 8599,"Sao Paulo, SP",cold,623
8600,Joao 8600,"Sao Paulo, SP",hot,624
8601,Joao 8601,"Sao Paulo, SP",cold,625
8602,Joao 8602,"Sao Paulo, SP",cold,626
8603,Joao 8603,"Sao Paulo, SP",cold,627
8604,Joao 8604,"Sao Paulo, SP",cold,628
8605,Joao 8605,"Sao Paulo, SP",cold,629
8606,Joao 8606,"Sao Paulo, SP",cold,630
8607,Joao 8607,"Sao Paulo, SP",cold,631
8608,Joao 8608,"Sao Paulo, SP",cold,632
8609,Joao 8609,"Sao Paulo, SP",cold,633
8610,Joao 8610,"Sao Paulo, SP",hot,634
8611,Joao 8611,"Sao Paulo, SP",cold,635
8612,Joao 8612,"Sao Paulo, SP",cold,636
8613,Joao 8613,"Sao Paulo, SP",cold,637
8614,Joao 8614,"Sao Paulo, SP",cold,638
8615,Joao 8615,"Sao Paulo, SP",cold,639
8616,Joao 8616,"Sao Paulo, SP",cold,640
8617,Joao 8617,"Sao Paulo, SP",cold,641
8618,Joao 8618,"Sao Paulo, SP",cold,642
8619,Joao 8619,"Sao Paulo, SP",cold,643
8620,Joao 8620,"Sao Paulo, SP",hot,644
8621,Joao 8621,"Sao Paulo, SP",cold,645
8622,Joao 8622,"Sao Paulo, SP",cold,646
8623,Joao 8623,"Sao Paulo, SP",cold,647
8624,Joao 8624,"Sao Paulo, SP",cold,648
8625,Joao 8625,"Sao Paulo, SP",cold,649
8626,Joao 8626,"Sao Paulo, SP",cold,650
8627,Joao 8627,"Sao Paulo, SP",cold,651
8628,Joao 8628,"Sao Paulo, SP",cold,652
8629,Joao 8629,"Sao Paulo, SP",cold,653
8630,Joao 8630,"Sao Paulo, SP",hot,654
